id,name,category,subcategory,rarity,professions,region,short_uses,file_name
58205,Oathforged Knife 58205,Key,Salt Key,Common,Engineering,Emberford markets,Basic key used for side doors and caches.,item_58205.png
58206,Frostbound Stitch 58206,Curio,Token,Rare,Fishing,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_58206.png
58207,Market Charm 58207,Document,Field Note,Common,Jewelry,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_58207.png
58208,Rivercut Totem 58208,Tool,Rope,Common,Leatherworking,Frostbriar trails,Utility item for travel salvage and exploration.,item_58208.png
58209,Pilgrim's Totem 58209,Trinket,Sigil,Common,Herbalism,Emberford outskirts,Minor passive charm with low-power utility.,item_58209.png
58210,Dusk Pouch 58210,Alchemy,Reagent,Uncommon,Leatherworking,Saltmarrow strand,Reliable reagent for low to mid-tier mixtures.,item_58210.png
58211,Hearthworn Band 58211,Profession Tool,Fishing Kit,Uncommon,Engineering,Frost Caverns,Starter kit enabling profession actions.,item_58211.png
58212,Pilgrim's Cog 58212,Document,Ledger,Common,Tailoring,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_58212.png
58213,Frostbound Shard 58213,Map,Trail Map,Common,Enchanting,Deepwatch,Simple navigation aid that points to micro-locations.,item_58213.png
58214,Ashen Band 58214,Quest,Quest Item,Uncommon,Leatherworking,Glimmerdeep canals,Objective item for contracts and errands.,item_58214.png
58215,Warden's Brew 58215,Alchemy,Essence,Common,Cooking,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_58215.png
58216,Mireborn Cog 58216,Trophy,Scale,Uncommon,Engineering,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_58216.png
58217,Mireborn Ration 58217,Curio,Trinket Bit,Rare,Smithing,Emberford markets,Flavor drop that feeds quests vendors and collectors.,item_58217.png
58218,Hearthworn Spice 58218,Ingredient,Spice,Uncommon,Alchemy,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_58218.png
58219,Glimmering Skein 58219,Material,Cloth Bolt,Uncommon,Alchemy,Emberford outskirts,Core trade material used in many early recipes.,item_58219.png
58220,Dusk Pike 58220,World Object,Totem,Common,Smithing,Saltmarrow tidepools,Placeable/interactive world piece for events.,item_58220.png
58221,Lanternlit Gizmo 58221,Alchemy,Distillate,Uncommon,Cooking,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_58221.png
58222,Rivercut Hook 58222,World Object,Totem,Common,Jewelry,Saltmarrow tidepools,Placeable/interactive world piece for events.,item_58222.png
58223,Ashen Knife 58223,Document,Map Scrap,Uncommon,Smithing,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_58223.png
58224,Pilgrim's Balm 58224,Ingredient,Mushroom,Uncommon,Cooking,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_58224.png
58225,Oathforged Skein 58225,Tool,Knife,Uncommon,Leatherworking,Frostbriar trails,Utility item for travel salvage and exploration.,item_58225.png
58226,Ashen Compass 58226,Key,Salt Key,Uncommon,Mining,Emberford outskirts,Basic key used for side doors and caches.,item_58226.png
58227,Stormkissed Spice 58227,Ingredient,Spice,Common,Tailoring,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_58227.png
58228,Cinder Cog 58228,Material,Leather,Common,Smithing,Glimmerdeep canals,Core trade material used in many early recipes.,item_58228.png
58229,Bramble Charm 58229,Tool,Lockpick,Common,Fishing,Frost Caverns,Utility item for travel salvage and exploration.,item_58229.png
58230,Lanternlit Totem 58230,Ingredient,Herb,Common,Fishing,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_58230.png
58231,Lanternlit Gizmo 58231,Quest,Quest Item,Common,Fishing,Frostbriar trails,Objective item for contracts and errands.,item_58231.png
58232,Glimmering Carving 58232,Profession Tool,Jeweler Kit,Common,None,Emberford markets,Starter kit enabling profession actions.,item_58232.png
58233,Glimmering Pouch 58233,Ingredient,Berry,Common,Herbalism,Duskhollow bogs,Common crafting input used across cooking and alchemy.,item_58233.png
58234,Hearthworn Buckle 58234,Profession Tool,Fishing Kit,Common,Jewelry,Saltmarrow strand,Starter kit enabling profession actions.,item_58234.png
58235,Lanternlit Hook 58235,Trophy,Claw,Common,Fishing,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_58235.png
58236,Oathforged Totem 58236,Trinket,Stone,Common,Tailoring,Deepwatch,Minor passive charm with low-power utility.,item_58236.png
58237,Warden's Token 58237,Alchemy,Distillate,Common,Engineering,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_58237.png
58238,Mireborn Stitch 58238,Document,Map Scrap,Common,Alchemy,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_58238.png
58239,Stormkissed Compass 58239,Document,Letter,Common,Alchemy,Emberford markets,Readable lore drop that hints at routes and secrets.,item_58239.png
58240,Rivercut Ration 58240,World Object,Marker,Uncommon,Smithing,Saltmarrow strand,Placeable/interactive world piece for events.,item_58240.png
58241,Ashen Knot 58241,Consumable,Tea,Common,Tailoring,Emberford markets,Everyday field supply that reduces downtime.,item_58241.png
58242,Frostbound Ledger 58242,Trinket,Stone,Common,Jewelry,Frostbriar trails,Minor passive charm with low-power utility.,item_58242.png
58243,Stormkissed Tonic 58243,Ingredient,Spice,Common,Tailoring,Duskhollow bogs,Common crafting input used across cooking and alchemy.,item_58243.png
58244,Saltstained Ledger 58244,Document,Prayer Slip,Rare,Jewelry,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_58244.png
58245,Bramble Shard 58245,Consumable,Tea,Common,Tailoring,Ashen Ridge terraces,Everyday field supply that reduces downtime.,item_58245.png
58246,Mireborn Pike Vest 58246,Gear,Leather Vest,Common,Herbalism,Frostbriar trails,Baseline leveling piece with steady stats and simple flavor.,item_58246.png
58247,Cinder Buckle 58247,Map,Cave Map,Uncommon,None,Glimmerdeep canals,Simple navigation aid that points to micro-locations.,item_58247.png
58248,Stormkissed Ration 58248,Consumable,Food,Common,Cooking,Bramblefold hedges,Everyday field supply that reduces downtime.,item_58248.png
58249,Glimmering Cog 58249,Tool,Saw,Common,Alchemy,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_58249.png
58250,Saltstained Pouch 58250,Trophy,Fang,Common,None,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_58250.png
58251,Mireborn Carving 58251,Quest,Quest Item,Common,Fishing,Saltmarrow tidepools,Objective item for contracts and errands.,item_58251.png
58252,Pilgrim's Skein 58252,Trophy,Claw,Common,Fishing,Glimmerdeep canals,Monster proof used for bounties and turn-ins.,item_58252.png
58253,Saltstained Cog 58253,World Object,Marker,Common,Alchemy,Emberford outskirts,Placeable/interactive world piece for events.,item_58253.png
58254,Pilgrim's Knot 58254,Alchemy,Essence,Uncommon,Alchemy,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_58254.png
58255,Ashen Carving 58255,Trophy,Fang,Common,Alchemy,Emberford markets,Monster proof used for bounties and turn-ins.,item_58255.png
58256,Cinder Shard Robe 58256,Gear,Cloth Robe,Common,Alchemy,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_58256.png
58257,Saltstained Talisman 58257,Trophy,Fang,Common,Leatherworking,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_58257.png
58258,Oathforged Band 58258,Toy,Spin Top,Uncommon,Enchanting,Emberford markets,Harmless fun item with small social value.,item_58258.png
58259,Rivercut Charm 58259,Document,Notice,Rare,None,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_58259.png
58260,Mireborn Shard 58260,Trophy,Fang,Common,Engineering,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_58260.png
58261,Ashen Charm 58261,Document,Field Note,Common,Alchemy,Deepwatch,Readable lore drop that hints at routes and secrets.,item_58261.png
58262,Ashen Ink 58262,Key,Iron Key,Common,Jewelry,Deepwatch,Basic key used for side doors and caches.,item_58262.png
58263,Saltstained Ledger 58263,Trinket,Stone,Uncommon,Leatherworking,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_58263.png
58264,Glimmering Gizmo 58264,Ingredient,Berry,Common,Leatherworking,Deepwatch,Common crafting input used across cooking and alchemy.,item_58264.png
58265,Cinder Band 58265,Toy,Dice,Common,Engineering,Glimmerdeep canals,Harmless fun item with small social value.,item_58265.png
58266,Frostbound Charm 58266,Curio,Token,Common,Engineering,Saltmarrow strand,Flavor drop that feeds quests vendors and collectors.,item_58266.png
58267,Frostbound Pike 58267,Consumable,Powder,Uncommon,Jewelry,Emberford markets,Everyday field supply that reduces downtime.,item_58267.png
58268,Saltstained Pike 58268,Quest,Quest Item,Common,Cooking,Emberford outskirts,Objective item for contracts and errands.,item_58268.png
58269,Bramble Cairn 58269,Trophy,Scale,Rare,Enchanting,Ashen Ridge terraces,Monster proof used for bounties and turn-ins.,item_58269.png
58270,Hearthworn Knot 58270,Document,Map Scrap,Uncommon,Herbalism,Emberford markets,Readable lore drop that hints at routes and secrets.,item_58270.png
58271,Market Knot 58271,Alchemy,Essence,Common,Cooking,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_58271.png
58272,Saltstained Pike 58272,Curio,Trinket Bit,Common,Fishing,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_58272.png
58273,Saltstained Tonic 58273,Map,Ruin Sketch,Common,Herbalism,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_58273.png
58274,Dusk Spice 58274,Quest,Quest Item,Uncommon,Smithing,Glimmerdeep shore,Objective item for contracts and errands.,item_58274.png
58275,Warden's Band 58275,Profession Tool,Tailor Kit,Common,Jewelry,Saltmarrow tidepools,Starter kit enabling profession actions.,item_58275.png
58276,Rivercut Charm 58276,Map,Cave Map,Uncommon,None,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_58276.png
58277,Lanternlit Talisman 58277,Key,Copper Key,Common,Engineering,Frostbriar trails,Basic key used for side doors and caches.,item_58277.png
58278,Rivercut Talisman 58278,Tool,Compass,Common,Enchanting,Deepwatch,Utility item for travel salvage and exploration.,item_58278.png
58279,Warden's Hook 58279,Consumable,Tonic,Common,Tailoring,Bramblefold hedges,Everyday field supply that reduces downtime.,item_58279.png
58280,Stormkissed Needle 58280,World Object,Marker,Uncommon,Leatherworking,Emberford markets,Placeable/interactive world piece for events.,item_58280.png
58281,Ashen Knot 58281,Document,Notice,Common,Enchanting,Glimmerdeep shore,Readable lore drop that hints at routes and secrets.,item_58281.png
58282,Bramble Balm 58282,Profession Tool,Alchemy Kit,Common,Smithing,Saltmarrow tidepools,Starter kit enabling profession actions.,item_58282.png
58283,Pilgrim's Compass 58283,Toy,Spin Top,Common,Engineering,Deepwatch,Harmless fun item with small social value.,item_58283.png
58284,Pilgrim's Ledger 58284,Material,Glass,Common,Cooking,Glimmerdeep canals,Core trade material used in many early recipes.,item_58284.png
58285,Pilgrim's Ink 58285,Material,Leather,Common,None,Deepwatch,Core trade material used in many early recipes.,item_58285.png
58286,Pilgrim's Talisman 58286,Key,Iron Key,Uncommon,Fishing,Frostbriar trails,Basic key used for side doors and caches.,item_58286.png
58287,Hearthworn Carving 58287,Trophy,Fang,Common,Herbalism,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_58287.png
58288,Mireborn Token 58288,Material,Thread,Common,Engineering,Glimmerdeep canals,Core trade material used in many early recipes.,item_58288.png
58289,Dusk Band 58289,Ingredient,Spice,Common,Herbalism,Frostbriar trails,Common crafting input used across cooking and alchemy.,item_58289.png
58290,Rivercut Talisman 58290,Ingredient,Grain,Common,Enchanting,Saltmarrow strand,Common crafting input used across cooking and alchemy.,item_58290.png
58291,Stormkissed Fillet 58291,Trinket,Stone,Common,Engineering,Bramblefold hedges,Minor passive charm with low-power utility.,item_58291.png
58292,Pilgrim's Token 58292,Material,Ore,Uncommon,Tailoring,Saltmarrow tidepools,Core trade material used in many early recipes.,item_58292.png
58293,Market Band 58293,Key,Copper Key,Uncommon,Engineering,Saltmarrow strand,Basic key used for side doors and caches.,item_58293.png
58294,Bramble Buckle 58294,Map,Harbor Chart,Uncommon,Fishing,Saltmarrow tidepools,Simple navigation aid that points to micro-locations.,item_58294.png
58295,Market Ration 58295,World Object,Cairn,Common,Alchemy,Glimmerdeep canals,Placeable/interactive world piece for events.,item_58295.png
58296,Cinder Talisman 58296,Alchemy,Catalyst,Common,Mining,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_58296.png
58297,Oathforged Knife 58297,Toy,Spin Top,Common,Cooking,Glimmerdeep canals,Harmless fun item with small social value.,item_58297.png
58298,Cinder Pouch 58298,Ingredient,Fish,Common,Enchanting,Deepwatch,Common crafting input used across cooking and alchemy.,item_58298.png
58299,Mireborn Buckle 58299,Profession Tool,Alchemy Kit,Common,Alchemy,Emberford outskirts,Starter kit enabling profession actions.,item_58299.png
58300,Lanternlit Ink 58300,Material,Ore,Uncommon,Leatherworking,Glimmerdeep shore,Core trade material used in many early recipes.,item_58300.png
58301,Market Knot 58301,Consumable,Tea,Common,Alchemy,Frostbriar trails,Everyday field supply that reduces downtime.,item_58301.png
58302,Mireborn Needle Vest 58302,Gear,Leather Vest,Uncommon,Enchanting,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_58302.png
58303,Rivercut Cog 58303,Curio,Relic,Common,Mining,Emberford markets,Flavor drop that feeds quests vendors and collectors.,item_58303.png
58304,Saltstained Gizmo 58304,Document,Prayer Slip,Uncommon,Smithing,Emberford markets,Readable lore drop that hints at routes and secrets.,item_58304.png
58305,Bramble Seal 58305,Key,Salt Key,Uncommon,Leatherworking,Deepwatch,Basic key used for side doors and caches.,item_58305.png
58306,Ashen Stitch 58306,Curio,Oddity,Common,Alchemy,Saltmarrow tidepools,Flavor drop that feeds quests vendors and collectors.,item_58306.png
58307,Frostbound Shard 58307,Ingredient,Resin,Rare,Smithing,Glimmerdeep canals,Common crafting input used across cooking and alchemy.,item_58307.png
58308,Cinder Brew 58308,Profession Tool,Smith Kit,Common,Herbalism,Emberford outskirts,Starter kit enabling profession actions.,item_58308.png
58309,Frostbound Ink 58309,Trophy,Fang,Common,Alchemy,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_58309.png
58310,Mireborn Stitch 58310,Consumable,Tea,Rare,Enchanting,Frostbriar trails,Everyday field supply that reduces downtime.,item_58310.png
58311,Dusk Knife 58311,Alchemy,Phial,Uncommon,Alchemy,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_58311.png
58312,Saltstained Cog 58312,Trinket,Stone,Common,Enchanting,Emberford markets,Minor passive charm with low-power utility.,item_58312.png
58313,Warden's Talisman 58313,Quest,Quest Item,Uncommon,Tailoring,Glimmerdeep canals,Objective item for contracts and errands.,item_58313.png
58314,Cinder Pouch 58314,Tool,Rope,Common,Cooking,Emberford outskirts,Utility item for travel salvage and exploration.,item_58314.png
58315,Mireborn Fillet 58315,Curio,Oddity,Common,Enchanting,Ashen Ridge terraces,Flavor drop that feeds quests vendors and collectors.,item_58315.png
58316,Bramble Cog 58316,Map,Trail Map,Common,None,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_58316.png
